src_deg,dst_deg,src_vol,dst_vol,src_pr,dst_pr,katz,maxflow,shortpaths,tag,aff,propflow,sp,pa,label,id1,id2
2.0,2.0,2.0,4.0,7.49736e-05,4.81234e-05,6.34375e-10,2.0,2.0,0.0534522,0.0,0.00209122,9.0,4.0,1.0,520721.0,1510364.0
4.0,2.0,6.0,3.0,8.38953e-05,8.07772e-05,1.26875e-09,1.0,1.0,0.188562,0.0,0.00170201,9.0,8.0,1.0,522033.0,1680148.0
9.0,2.0,25.0,2.0,0.000126541,5.77111e-05,1.28125e-09,2.0,1.0,0.61017,0.0343604,0.000197448,9.0,18.0,1.0,524743.0,1424751.0
8.0,4.0,48.0,5.0,0.000143492,7.17895e-05,6.65625e-10,5.0,3.0,0.29482,0.198083,0.000186523,9.0,32.0,1.0,526722.0,1046060.0
3.0,13.0,3.0,38.0,8.05802e-05,0.000231655,6.4375e-10,3.0,3.0,0.0809924,0.127775,0.00020015,10.0,39.0,1.0,527456.0,1589451.0
1.0,12.0,3.0,22.0,2.80815e-05,0.000212691,1.39063e-09,3.0,9.0,0.0125137,0.617213,0.00519127,10.0,12.0,1.0,527931.0,909032.0
17.0,8.0,22.0,24.0,0.0002364,0.000130423,7.25e-10,22.0,8.0,0.0,0.218218,0.000133569,11.0,136.0,1.0,527984.0,1695574.0
6.0,4.0,12.0,20.0,0.000150488,8.20973e-05,6.75e-10,8.0,2.0,0.0,0.0662266,0.000122714,9.0,24.0,1.0,528000.0,1348976.0
2.0,2.0,7.0,3.0,6.87093e-05,6.53969e-05,6.375e-10,2.0,1.0,0.372194,0.53363,0.00296296,9.0,4.0,1.0,528256.0,1137314.0
8.0,3.0,11.0,6.0,0.00012699,7.26965e-05,6.71875e-10,6.0,3.0,0.0,0.0,3.92955e-05,9.0,24.0,1.0,529341.0,1124153.0
3.0,5.0,3.0,20.0,5.98295e-05,8.70922e-05,1.3375e-09,3.0,5.0,0.019118,0.25901,0.000717053,9.0,15.0,1.0,532097.0,825123.0
3.0,5.0,3.0,21.0,5.98295e-05,8.70922e-05,1.3375e-09,3.0,5.0,0.0231125,0.143711,0.000700142,9.0,15.0,1.0,532097.0,1071984.0
1.0,8.0,5.0,29.0,3.15586e-05,0.000121114,6.59375e-10,5.0,5.0,0.291263,0.0828236,0.000212678,9.0,8.0,1.0,532692.0,638750.0
2.0,4.0,8.0,4.0,6.24593e-05,7.10713e-05,7.0625e-10,3.0,4.0,0.181238,0.0,0.00165939,9.0,8.0,1.0,533409.0,1368972.0
2.0,4.0,8.0,4.0,6.24593e-05,7.10713e-05,7.0625e-10,3.0,4.0,0.0427008,0.0,0.00158037,9.0,8.0,1.0,533409.0,1539746.0
4.0,4.0,15.0,5.0,6.96653e-05,7.00252e-05,2.62813e-09,5.0,4.0,0.557773,0.251718,0.000742973,9.0,16.0,1.0,533730.0,570878.0
7.0,4.0,23.0,8.0,0.000124816,7.55671e-05,4.08125e-09,8.0,3.0,0.0584705,0.251664,0.00045259,9.0,28.0,1.0,534516.0,566215.0
10.0,6.0,13.0,12.0,0.000185458,0.000121967,6.46875e-10,10.0,3.0,0.7884,0.0,3.13493e-05,11.0,60.0,1.0,535473.0,722065.0
12.0,1.0,32.0,2.0,0.000195705,3.58888e-05,6.625e-10,2.0,1.0,0.0918354,0.0,0.000261769,11.0,12.0,1.0,537399.0,1456070.0
12.0,4.0,32.0,4.0,0.000195705,8.56611e-05,3.26562e-09,4.0,4.0,0.289886,0.503298,0.0030134,11.0,48.0,1.0,537399.0,1619504.0
7.0,1.0,12.0,4.0,0.000105908,3.38905e-05,6.5e-10,4.0,1.0,0.0345136,0.47629,0.000149582,9.0,7.0,1.0,538019.0,1301932.0
8.0,12.0,16.0,46.0,0.000119301,0.000221034,3.98125e-09,16.0,10.0,0.854306,0.106752,0.000406564,10.0,96.0,1.0,538139.0,1343461.0
8.0,13.0,16.0,16.0,0.000119301,0.000242449,7.09375e-10,15.0,3.0,0.0,0.0830226,0.000117951,10.0,104.0,1.0,538139.0,1295090.0
8.0,9.0,16.0,17.0,0.000119301,0.000159846,1.35e-09,13.0,3.0,0.0,0.205128,4.65764e-05,9.0,72.0,1.0,538139.0,1669129.0
7.0,4.0,11.0,5.0,0.000170043,7.53564e-05,6.65625e-10,5.0,1.0,0.0898606,0.144659,6.13867e-05,9.0,28.0,1.0,539697.0,1396217.0
2.0,11.0,4.0,31.0,7.81929e-05,0.000252372,6.4375e-10,1.0,3.0,0.0,0.149643,0.00131698,10.0,22.0,1.0,540654.0,1091600.0
1.0,12.0,1.0,18.0,2.88546e-05,0.000198498,6.59375e-10,1.0,4.0,0.111111,0.643596,0.00058894,10.0,12.0,1.0,540974.0,1683461.0
4.0,10.0,4.0,35.0,7.59341e-05,0.000177928,6.8125e-10,4.0,5.0,0.598233,0.22798,0.000584919,10.0,40.0,1.0,542921.0,1630843.0
5.0,4.0,8.0,4.0,0.000121411,0.000114708,2.5375e-09,4.0,2.0,0.468521,0.406811,0.00868862,9.0,20.0,1.0,545378.0,837774.0
2.0,9.0,12.0,19.0,6.0921e-05,0.000163423,7.21875e-10,11.0,4.0,0.0,0.0,0.000148593,9.0,18.0,1.0,546264.0,874720.0
2.0,2.0,12.0,4.0,6.0921e-05,4.50265e-05,6.4375e-10,4.0,2.0,0.0,0.0778499,0.000922808,9.0,4.0,1.0,546264.0,561558.0
5.0,11.0,10.0,12.0,8.93922e-05,0.000176813,1.3875e-09,10.0,6.0,0.493053,0.197492,0.000906176,10.0,55.0,1.0,546329.0,880142.0
6.0,49.0,8.0,120.0,0.000125729,0.000781326,6.6875e-10,8.0,6.0,0.0122757,0.308275,0.00018405,10.0,294.0,1.0,546521.0,1347120.0
4.0,2.0,9.0,6.0,0.000170093,8.34826e-05,6.375e-10,3.0,2.0,0.194846,0.318765,0.0117188,9.0,8.0,1.0,547579.0,1120883.0
2.0,5.0,6.0,5.0,4.79204e-05,9.73722e-05,1.34688e-09,4.0,2.0,0.155916,0.0126867,0.000268455,9.0,10.0,1.0,549373.0,876618.0
2.0,14.0,13.0,26.0,8.28925e-05,0.000221693,6.4375e-10,7.0,5.0,0.312287,0.327031,0.000808959,10.0,28.0,1.0,550609.0,715913.0
4.0,4.0,11.0,5.0,9.78489e-05,8.61637e-05,1.3875e-09,4.0,2.0,0.525411,0.13012,6.71159e-05,9.0,16.0,1.0,550923.0,1154615.0
6.0,11.0,13.0,34.0,0.00012526,0.000216085,6.46875e-10,13.0,3.0,0.186824,0.108306,0.000208561,10.0,66.0,1.0,553848.0,1285989.0
4.0,6.0,5.0,13.0,8.93572e-05,9.47914e-05,2.1e-09,5.0,6.0,0.011781,0.283896,0.000421785,9.0,24.0,1.0,556092.0,901690.0
4.0,1.0,5.0,1.0,8.93572e-05,2.76973e-05,6.96875e-10,1.0,1.0,0.14394,0.163299,0.000143669,9.0,4.0,1.0,556092.0,1076565.0
9.0,5.0,12.0,5.0,0.000156565,9.58217e-05,6.6875e-10,5.0,5.0,0.131036,0.187317,0.000593878,9.0,45.0,1.0,557978.0,1629051.0
10.0,9.0,27.0,23.0,0.000139738,0.000151053,2.76875e-09,23.0,6.0,0.264401,0.0648406,0.000231467,9.0,90.0,1.0,558438.0,840287.0
11.0,2.0,24.0,2.0,0.000214443,4.78562e-05,3.3125e-09,2.0,2.0,0.54935,0.101015,0.00037422,11.0,22.0,1.0,558552.0,1619107.0
2.0,9.0,2.0,12.0,6.38957e-05,0.000162597,2.6875e-09,2.0,2.0,0.0,0.116445,0.00017376,9.0,18.0,1.0,559641.0,806883.0
24.0,9.0,75.0,20.0,0.000357049,0.000114625,1.45625e-09,10.0,9.0,0.0,0.0454545,7.85262e-05,11.0,216.0,1.0,561278.0,1578700.0
2.0,3.0,4.0,3.0,4.50265e-05,7.29846e-05,1.90313e-09,3.0,3.0,0.00912871,0.0675923,0.00374814,9.0,6.0,1.0,561558.0,1227585.0
4.0,2.0,4.0,2.0,0.000109751,5.37266e-05,1.29375e-09,2.0,2.0,0.140971,0.0172133,0.000916478,9.0,8.0,1.0,561769.0,1694478.0
2.0,2.0,3.0,3.0,5.00182e-05,4.19225e-05,1.28438e-09,3.0,2.0,0.0709104,0.588348,0.00170817,9.0,4.0,1.0,561873.0,1511310.0
7.0,11.0,11.0,17.0,0.000137418,0.000225162,1.31563e-09,11.0,4.0,0.0,0.365636,0.000238073,10.0,77.0,1.0,563350.0,1441320.0
7.0,5.0,11.0,9.0,0.000137418,8.4823e-05,6.53125e-10,9.0,2.0,0.0,0.280056,0.00013988,9.0,35.0,1.0,563350.0,1482886.0
4.0,8.0,7.0,14.0,8.03264e-05,0.000156389,1.94688e-09,7.0,5.0,0.325036,0.106407,0.000584233,9.0,32.0,1.0,563555.0,1603683.0
7.0,18.0,11.0,38.0,0.000132031,0.000299442,6.78125e-10,11.0,8.0,0.532181,0.0,0.00012605,10.0,126.0,1.0,563899.0,1090170.0
8.0,11.0,11.0,35.0,0.000174446,0.000190242,2.63125e-09,7.0,9.0,0.0750234,0.0,0.000759475,12.0,88.0,1.0,564226.0,944368.0
4.0,7.0,8.0,24.0,7.55671e-05,0.000119694,4.09375e-09,8.0,6.0,0.13344,0.467769,0.00113315,9.0,28.0,1.0,566215.0,1293096.0
4.0,6.0,8.0,18.0,7.55671e-05,9.86734e-05,4.09375e-09,8.0,6.0,0.109847,0.360603,0.00108782,9.0,24.0,1.0,566215.0,1680990.0
2.0,1.0,2.0,1.0,7.80909e-05,3.14207e-05,6.40625e-10,1.0,1.0,0.836421,0.176471,0.000609503,9.0,2.0,1.0,566920.0,721618.0
4.0,12.0,11.0,37.0,9.51386e-05,0.000209691,6.78125e-10,11.0,5.0,0.0,0.475164,0.000417727,10.0,48.0,1.0,567345.0,1621104.0
3.0,3.0,9.0,13.0,7.19272e-05,6.53188e-05,1.30313e-09,6.0,3.0,0.0,0.430413,0.000952269,9.0,9.0,1.0,567385.0,875089.0
18.0,6.0,30.0,13.0,0.000275519,0.000125748,1.38125e-09,13.0,3.0,0.911809,0.0589256,0.00010714,11.0,108.0,1.0,568091.0,831286.0
5.0,11.0,7.0,13.0,0.000138099,0.000182957,1.975e-09,3.0,7.0,0.0,0.304776,0.000590158,10.0,55.0,1.0,570876.0,621252.0
5.0,8.0,23.0,14.0,0.000101898,0.000121945,7.28125e-09,14.0,7.0,0.353996,0.0,0.00141334,9.0,40.0,1.0,574803.0,1612760.0
4.0,8.0,19.0,11.0,8.02181e-05,0.000141567,1.95313e-09,9.0,7.0,0.0184758,0.165145,0.0018267,9.0,32.0,1.0,576369.0,1705471.0
4.0,19.0,6.0,42.0,9.99978e-05,0.000349328,6.4375e-10,6.0,3.0,0.100728,0.0,0.00104053,10.0,76.0,1.0,576427.0,578328.0
13.0,5.0,13.0,10.0,0.000200111,8.74784e-05,1.34063e-09,10.0,5.0,0.121268,0.0862796,0.000156688,11.0,65.0,1.0,576596.0,1031043.0
19.0,6.0,42.0,8.0,0.000349328,0.000147059,6.4375e-10,8.0,3.0,0.0955705,0.111456,0.000295388,11.0,114.0,1.0,578328.0,923347.0
6.0,7.0,13.0,29.0,0.000111603,0.000130014,1.40312e-09,13.0,1.0,0.0,0.54823,5.98165e-05,9.0,42.0,1.0,581823.0,915898.0
4.0,7.0,12.0,30.0,7.92463e-05,0.000143496,1.30313e-09,12.0,6.0,0.0,0.16436,0.00653843,9.0,28.0,1.0,582113.0,840222.0
10.0,6.0,40.0,14.0,0.000178435,0.000137156,6.5625e-10,7.0,2.0,0.0,0.434866,4.31612e-05,11.0,60.0,1.0,582233.0,1254454.0
15.0,7.0,32.0,14.0,0.000244798,0.000121824,1.36563e-09,14.0,4.0,0.310739,0.182018,0.000179125,11.0,105.0,1.0,584129.0,585511.0
15.0,3.0,32.0,13.0,0.000244798,7.05743e-05,1.3375e-09,13.0,3.0,0.0530092,0.118522,0.000211341,11.0,45.0,1.0,584129.0,815803.0
2.0,9.0,2.0,25.0,5.47735e-05,0.000181808,6.53125e-10,2.0,2.0,0.136505,0.049029,0.000483358,10.0,18.0,1.0,585040.0,1600566.0
7.0,7.0,14.0,11.0,0.000121824,0.000119984,1.34688e-09,11.0,7.0,0.0982288,0.171538,0.000437448,9.0,49.0,1.0,585511.0,1041914.0
7.0,4.0,14.0,4.0,0.000121824,7.42987e-05,1.325e-09,4.0,4.0,0.73115,0.486265,0.000310962,9.0,28.0,1.0,585511.0,1368920.0
7.0,1.0,14.0,2.0,0.000121824,3.03534e-05,6.65625e-10,2.0,1.0,0.0892421,0.492764,0.000109764,9.0,7.0,1.0,585511.0,1611700.0
7.0,3.0,14.0,3.0,0.000121824,6.3151e-05,3.29375e-09,3.0,3.0,0.0155399,0.148675,0.000425512,9.0,21.0,1.0,585511.0,705348.0
4.0,12.0,10.0,47.0,0.000105202,0.000219944,1.95e-09,9.0,4.0,0.00869598,0.246285,0.000871639,10.0,48.0,1.0,585805.0,1372660.0
4.0,13.0,8.0,24.0,9.33142e-05,0.000215774,6.59375e-10,6.0,6.0,0.175549,0.30917,0.000425651,10.0,52.0,1.0,587528.0,715863.0
5.0,15.0,12.0,37.0,9.57933e-05,0.000235151,1.35313e-09,12.0,5.0,0.00840455,0.0,0.000539705,10.0,75.0,1.0,587619.0,1183501.0
6.0,3.0,12.0,7.0,0.00012555,8.08591e-05,1.30937e-09,6.0,3.0,0.117422,0.204124,0.000786803,9.0,18.0,1.0,589778.0,1073246.0
2.0,13.0,2.0,44.0,5.95118e-05,0.000230815,6.4375e-10,2.0,5.0,0.885053,0.0877058,0.000627632,10.0,26.0,1.0,590413.0,1365170.0
4.0,6.0,5.0,10.0,6.48434e-05,0.000110024,6.78125e-10,5.0,6.0,0.555136,0.61859,0.000354829,9.0,24.0,1.0,591171.0,851592.0
13.0,1.0,20.0,5.0,0.000257,3.38279e-05,1.89375e-09,5.0,1.0,0.737865,0.113228,0.000994183,11.0,13.0,1.0,591518.0,890777.0
3.0,1.0,5.0,1.0,6.10074e-05,3.1979e-05,6.46875e-10,1.0,1.0,0.246525,0.0,0.000326427,9.0,3.0,1.0,591587.0,1294640.0
5.0,4.0,8.0,5.0,8.21311e-05,8.60519e-05,1.30313e-09,5.0,3.0,0.115801,0.262705,0.00133301,9.0,20.0,1.0,591811.0,903908.0
8.0,7.0,12.0,10.0,0.000173286,0.000123612,1.3125e-09,6.0,4.0,0.0567889,0.559017,0.000134872,11.0,56.0,1.0,592055.0,1269412.0
5.0,25.0,8.0,100.0,9.38687e-05,0.000339862,1.38125e-09,8.0,17.0,0.88419,0.0331162,0.000263331,10.0,125.0,1.0,592314.0,1102894.0
5.0,21.0,8.0,60.0,9.38687e-05,0.000291582,1.40938e-09,8.0,13.0,0.831035,0.0,0.000246991,10.0,105.0,1.0,592314.0,699233.0
10.0,2.0,16.0,10.0,0.000116965,4.75935e-05,4.875e-09,9.0,2.0,0.012142,0.213021,0.000397187,9.0,20.0,1.0,593363.0,1689189.0
3.0,8.0,3.0,43.0,0.000121343,0.000135878,6.53125e-10,2.0,6.0,0.801001,0.167248,0.00128816,9.0,24.0,1.0,594653.0,1301765.0
7.0,1.0,12.0,4.0,0.000105908,3.38905e-05,6.5e-10,4.0,1.0,0.0,0.416667,0.000149582,9.0,7.0,1.0,596016.0,1301932.0
2.0,15.0,4.0,26.0,5.54024e-05,0.000268552,6.40625e-10,4.0,4.0,0.0,0.388589,0.00065852,10.0,30.0,1.0,596884.0,1652699.0
3.0,5.0,12.0,7.0,6.72558e-05,0.000101826,3.24375e-09,7.0,4.0,0.789462,0.250104,0.000131461,9.0,15.0,1.0,598481.0,1658222.0
6.0,13.0,9.0,19.0,0.00013071,0.000219541,1.275e-09,7.0,5.0,0.032969,0.127386,0.00138542,10.0,78.0,1.0,602614.0,1352301.0
4.0,9.0,5.0,14.0,7.15884e-05,0.000155954,3.3625e-09,5.0,7.0,0.176777,0.209359,0.00108541,9.0,36.0,1.0,603902.0,1690539.0
7.0,11.0,12.0,14.0,0.000149937,0.000217118,6.5e-10,9.0,4.0,0.078306,0.248465,0.000978269,10.0,77.0,1.0,604515.0,1069471.0
7.0,4.0,12.0,16.0,0.000149937,9.42164e-05,6.5625e-10,8.0,4.0,0.0987248,0.771429,0.000135684,9.0,28.0,1.0,604515.0,805092.0
7.0,1.0,9.0,1.0,0.000126252,3.18667e-05,1.94375e-09,1.0,1.0,0.795982,0.366057,0.000522911,9.0,7.0,1.0,604732.0,718299.0
7.0,8.0,9.0,16.0,0.000126252,0.000186695,6.6875e-10,7.0,5.0,0.837778,0.0145402,0.00021098,10.0,56.0,1.0,604732.0,1351496.0
7.0,9.0,9.0,13.0,0.000126252,0.00015451,2.71875e-09,7.0,8.0,0.766416,0.147945,0.000580089,9.0,63.0,1.0,604732.0,908286.0
22.0,5.0,49.0,10.0,0.00033384,8.74784e-05,1.41875e-09,10.0,4.0,0.157532,0.219826,7.32824e-05,11.0,110.0,1.0,605742.0,1031043.0
7.0,16.0,10.0,28.0,0.000104598,0.000288103,2.0375e-09,7.0,1.0,0.0,0.0,9.3813e-05,10.0,112.0,1.0,606929.0,767477.0
2.0,3.0,3.0,3.0,6.51212e-05,7.61755e-05,6.46875e-10,2.0,3.0,0.176166,0.421057,0.000705335,9.0,6.0,1.0,610897.0,879362.0
16.0,3.0,25.0,10.0,0.000242809,6.9502e-05,1.325e-09,10.0,2.0,0.381838,0.0842806,0.000292729,11.0,48.0,1.0,616527.0,1537111.0
3.0,4.0,3.0,5.0,6.22324e-05,6.84881e-05,4.73438e-09,3.0,4.0,0.714442,0.365342,0.000466263,9.0,12.0,1.0,618482.0,816997.0
3.0,3.0,3.0,9.0,6.22324e-05,6.70067e-05,6.6875e-10,3.0,3.0,0.0,0.174667,0.000144713,9.0,9.0,1.0,618482.0,731844.0
5.0,2.0,5.0,7.0,9.18137e-05,5.96228e-05,3.21875e-09,4.0,2.0,0.11669,0.105263,0.00611548,9.0,10.0,1.0,620260.0,746000.0
5.0,2.0,6.0,3.0,0.000111706,6.2501e-05,6.5625e-10,3.0,2.0,0.585534,0.0949158,0.000854198,9.0,10.0,1.0,620433.0,1144414.0
23.0,5.0,53.0,7.0,0.000450252,9.61971e-05,1.35625e-09,7.0,3.0,0.0,0.0,3.81499e-05,11.0,115.0,1.0,620995.0,734584.0
3.0,5.0,3.0,11.0,5.5145e-05,0.000102809,7.1875e-10,3.0,2.0,0.160697,0.275241,0.000192576,9.0,15.0,1.0,622549.0,1700221.0
5.0,9.0,10.0,13.0,9.77785e-05,0.00015451,2.70313e-09,9.0,6.0,0.814531,0.181902,0.00112948,9.0,45.0,1.0,622699.0,908286.0
8.0,3.0,35.0,3.0,0.000186058,6.94225e-05,6.375e-10,3.0,2.0,0.257209,0.035007,5.79542e-05,11.0,24.0,1.0,624312.0,1476361.0
4.0,2.0,4.0,4.0,7.82667e-05,4.43093e-05,1.34063e-09,4.0,2.0,0.839855,0.0416667,0.000238737,9.0,8.0,1.0,626447.0,1146362.0
3.0,7.0,4.0,19.0,9.4038e-05,9.9266e-05,6.5625e-10,2.0,7.0,0.346627,0.840267,0.000301896,9.0,21.0,1.0,631686.0,1653057.0
7.0,49.0,13.0,120.0,0.000140699,0.000781326,6.6875e-10,11.0,6.0,0.0360316,0.328028,0.000162453,10.0,343.0,1.0,632505.0,1347120.0
7.0,8.0,13.0,16.0,0.000155092,0.00017935,1.95625e-09,4.0,5.0,0.0970097,0.411377,0.000491702,10.0,56.0,1.0,634209.0,722967.0
8.0,6.0,29.0,7.0,0.000121114,0.000105259,1.9875e-09,7.0,6.0,0.839024,0.138159,0.00043441,9.0,48.0,1.0,638750.0,1297480.0
3.0,2.0,3.0,3.0,0.000100916,6.04646e-05,6.34375e-10,1.0,2.0,0.0168406,0.494975,0.00187778,9.0,6.0,1.0,645060.0,1281269.0
25.0,3.0,72.0,9.0,0.000469257,6.05507e-05,6.65625e-10,9.0,3.0,0.0,0.251061,8.64648e-05,11.0,75.0,1.0,647373.0,1075861.0
25.0,11.0,72.0,13.0,0.000469257,0.000179515,2.68125e-09,13.0,7.0,0.0160935,0.0173231,0.000531475,12.0,275.0,1.0,647373.0,1581938.0
10.0,3.0,19.0,7.0,0.000219902,8.26045e-05,6.5e-10,3.0,3.0,0.0238366,0.201008,0.000136785,11.0,30.0,1.0,649253.0,770469.0
30.0,3.0,46.0,4.0,0.000389119,7.69256e-05,1.36563e-09,4.0,2.0,0.126898,0.179605,0.000325136,11.0,90.0,1.0,650363.0,1026072.0
2.0,6.0,6.0,14.0,5.00671e-05,0.000108944,1.90625e-09,6.0,4.0,0.0296695,0.183004,0.000474426,9.0,12.0,1.0,651764.0,1330528.0
9.0,1.0,13.0,1.0,0.000205666,3.13406e-05,1.92188e-09,1.0,1.0,0.195292,0.263822,0.00060518,11.0,9.0,1.0,652429.0,1423563.0
10.0,3.0,12.0,3.0,0.000194106,7.37892e-05,3.88438e-09,3.0,3.0,0.63308,0.122319,0.00074024,11.0,30.0,1.0,658067.0,1612913.0
4.0,17.0,13.0,62.0,9.1972e-05,0.000295136,2.01875e-09,6.0,13.0,0.780749,0.27986,0.00115282,10.0,68.0,1.0,662407.0,1392075.0
4.0,1.0,9.0,10.0,8.89028e-05,4.23199e-05,6.46875e-10,2.0,1.0,0.780836,0.197396,0.000252404,9.0,4.0,1.0,667443.0,1113592.0
7.0,1.0,12.0,2.0,0.00014512,3.14513e-05,6.46875e-10,2.0,1.0,0.164337,0.254503,8.37536e-05,9.0,7.0,1.0,667903.0,806531.0
5.0,1.0,8.0,1.0,7.61561e-05,3.43338e-05,3.34062e-09,1.0,1.0,0.216216,0.0,0.00176318,9.0,5.0,1.0,671182.0,1698040.0
15.0,2.0,53.0,3.0,0.000264784,6.92123e-05,1.275e-09,3.0,2.0,0.421637,0.394463,0.000677083,11.0,30.0,1.0,672170.0,1126572.0
15.0,10.0,53.0,16.0,0.000264784,0.000245186,6.46875e-10,9.0,3.0,0.0,0.276658,0.000178777,12.0,150.0,1.0,672170.0,1310840.0
8.0,10.0,16.0,29.0,0.000166709,0.000140515,1.40312e-09,7.0,10.0,0.0,0.201743,0.000483634,9.0,80.0,1.0,680834.0,1365734.0
8.0,3.0,16.0,5.0,0.000166709,7.7416e-05,6.46875e-10,5.0,2.0,0.0,0.313823,0.000178873,9.0,24.0,1.0,680834.0,1512419.0
2.0,4.0,2.0,12.0,3.62567e-05,0.000118392,1.38125e-09,2.0,3.0,0.521365,0.449977,0.000347128,9.0,8.0,1.0,681544.0,1712312.0
6.0,17.0,7.0,34.0,0.000147369,0.000304393,3.225e-09,6.0,7.0,0.011226,0.101139,0.00528392,10.0,102.0,1.0,681610.0,1262548.0
5.0,3.0,7.0,5.0,9.70122e-05,5.5314e-05,6.4375e-10,5.0,3.0,0.0,0.0438318,0.000264442,9.0,15.0,1.0,685096.0,856754.0
3.0,2.0,4.0,2.0,5.96782e-05,8.26344e-05,6.3125e-10,1.0,1.0,0.572892,0.140872,0.00239316,9.0,6.0,1.0,688273.0,1104292.0
5.0,10.0,18.0,35.0,0.00011883,0.00015276,6.4375e-10,6.0,1.0,0.0,0.347404,0.0012,9.0,50.0,1.0,690441.0,1479689.0
2.0,12.0,4.0,33.0,4.97551e-05,0.000224513,1.93438e-09,4.0,7.0,0.0272166,0.0,0.00573463,10.0,24.0,1.0,693295.0,1199289.0
2.0,6.0,4.0,25.0,4.97551e-05,0.000110157,6.59375e-10,4.0,5.0,0.0272166,0.319505,0.00316984,9.0,12.0,1.0,693295.0,1526598.0
1.0,6.0,1.0,11.0,3.13794e-05,0.000115825,1.275e-09,1.0,4.0,0.0,0.461566,0.00888225,9.0,6.0,1.0,695295.0,697232.0
21.0,5.0,60.0,5.0,0.000291582,0.000101391,6.53125e-10,1.0,5.0,0.0,0.0,8.67154e-05,11.0,105.0,1.0,699233.0,1707744.0
5.0,5.0,12.0,7.0,7.53578e-05,0.000139985,1.29688e-09,4.0,3.0,0.0,0.0,0.000264898,9.0,25.0,1.0,699899.0,1211945.0
5.0,12.0,12.0,38.0,7.53578e-05,0.000206548,1.99375e-09,12.0,6.0,0.253672,0.0,0.000183207,10.0,60.0,1.0,699899.0,863208.0
5.0,2.0,6.0,2.0,0.000109062,8.43584e-05,1.25625e-09,2.0,1.0,0.793751,0.142857,0.00416667,9.0,10.0,1.0,700202.0,1182239.0
3.0,8.0,4.0,10.0,5.43801e-05,0.000134969,7.0625e-10,4.0,7.0,0.566393,0.172905,0.000964643,9.0,24.0,1.0,702172.0,1012193.0
3.0,4.0,4.0,4.0,5.43801e-05,7.42323e-05,2.02813e-09,4.0,4.0,0.593999,0.289683,0.00068376,9.0,12.0,1.0,702172.0,1503277.0
6.0,19.0,14.0,58.0,9.44928e-05,0.000355519,4e-09,14.0,9.0,0.126255,0.308516,0.000794871,10.0,114.0,1.0,703996.0,1195765.0
2.0,1.0,2.0,1.0,5.41971e-05,3.26643e-05,6.40625e-10,1.0,1.0,0.102411,0.042796,0.00128142,9.0,2.0,0.0,164116.0,1098997.0
4.0,2.0,6.0,4.0,7.00534e-05,5.54033e-05,6.46875e-10,4.0,1.0,0.0,0.0932956,0.000173537,9.0,8.0,0.0,87435.0,621627.0
10.0,1.0,20.0,2.0,0.00014657,3.14615e-05,6.65625e-10,2.0,1.0,0.248424,0.0,5.67729e-05,9.0,10.0,0.0,205043.0,1467290.0
4.0,7.0,5.0,22.0,7.00252e-05,0.000130166,6.6875e-10,5.0,3.0,0.0,0.167938,0.000282199,9.0,28.0,0.0,570878.0,1372997.0
11.0,7.0,14.0,14.0,0.000300325,0.000121824,2.63438e-09,8.0,4.0,0.0,0.236015,0.000134688,11.0,77.0,0.0,532138.0,585511.0
4.0,15.0,6.0,35.0,7.64634e-05,0.000249934,6.5625e-10,6.0,5.0,0.0,0.150654,0.000372499,10.0,60.0,0.0,643534.0,1355907.0
7.0,10.0,23.0,24.0,0.000121137,0.000138821,1.34063e-09,23.0,8.0,0.0,0.478091,0.000405946,9.0,70.0,0.0,453881.0,823678.0
2.0,16.0,2.0,37.0,4.60839e-05,0.00025623,1.2875e-09,2.0,6.0,0.00841794,0.0,0.00121366,10.0,32.0,0.0,329543.0,1687619.0
1.0,9.0,7.0,14.0,3.38335e-05,0.00016854,1.3e-09,7.0,5.0,0.00939558,0.126155,0.00141688,9.0,9.0,0.0,543134.0,1645421.0
8.0,7.0,25.0,20.0,0.000166253,0.000109783,2.67813e-09,20.0,6.0,0.040953,0.0471405,0.000134174,9.0,56.0,0.0,191855.0,1189005.0
20.0,10.0,20.0,24.0,0.00015626,0.000198824,7.03125e-10,20.0,3.0,0.0464238,0.0,1.38332e-05,10.0,200.0,0.0,48148.0,83227.0
11.0,2.0,16.0,12.0,0.000148592,4.43513e-05,1.325e-09,12.0,2.0,0.0,0.138675,0.000513967,9.0,22.0,0.0,287950.0,490306.0
2.0,28.0,6.0,75.0,5.27993e-05,0.000391772,5.39063e-09,6.0,20.0,0.707673,0.0,0.00135294,10.0,56.0,0.0,471632.0,1369029.0
6.0,11.0,9.0,17.0,0.000102823,0.000225162,6.5625e-10,6.0,3.0,0.100688,0.213201,0.000625351,10.0,66.0,0.0,630736.0,1441320.0
24.0,24.0,69.0,69.0,0.000427049,0.000336286,1.34688e-09,44.0,14.0,0.0,0.339862,5.25904e-05,12.0,576.0,0.0,12265.0,1485698.0
8.0,2.0,20.0,2.0,0.000119557,4.4097e-05,5.42188e-09,2.0,2.0,0.0128778,0.0,0.000603125,9.0,16.0,0.0,143176.0,735013.0
4.0,5.0,10.0,5.0,7.93589e-05,8.31496e-05,1.3125e-09,5.0,3.0,0.0144383,0.0,0.00011948,9.0,20.0,0.0,151157.0,1407412.0
